WellName,SampleDate,Variable,Result
P33,15/04/2010,Trichloroéthylène (TCE),38.7
P33,15/04/2010,Tétrachloroéthylène (PCE),<1
P33,15/04/2010,TCE+PCE,38.7
P33,28/10/2009,Chlorure de vinyle,"<0,5"
P33,28/10/2009,"1,1-dichloroéthylène",<2
P33,28/10/2009,Dichlorométhane,<5
P33,28/10/2009,"Cis-1,2 Dichloroéthylène*",51.3
P33,28/10/2009,Chloroforme,<2
P33,28/10/2009,"1,1,1, Trichloroéthane",<2
P33,28/10/2009,"1,1-dichloroéthane",<2
P33,28/10/2009,"Trans-1,2 Dichloroéthylène*",<2
P33,28/10/2009,"1,2-dichloroéthane",<1
P33,28/10/2009,"1,1,2, Trichloroéthane",<5
P33,28/10/2009,Bromochlorométhane,<5
P33,28/10/2009,Dibromométhane,<5
P33,28/10/2009,Bromodichlorométhane,<5
P33,28/10/2009,Dibromochlorométhane,<2
P33,28/10/2009,"1,2-dibromoéthane",<1
P33,28/10/2009,Bromoforme,<5
P33,28/10/2009,Tétrachlorure de carbone,<1
P33,28/10/2009,Trichloroéthylène (TCE),53.4
P33,28/10/2009,Tétrachloroéthylène (PCE),<1
P33,28/10/2009,TCE+PCE,53.4
P33,15/05/2009,Chlorure de vinyle,"<0,5"
P33,15/05/2009,"1,1-dichloroéthylène",<2
P33,15/05/2009,Dichlorométhane,<5
P33,15/05/2009,"Cis-1,2 Dichloroéthylène*",60.7
P33,15/05/2009,Chloroforme,<2
P33,15/05/2009,"1,1,1, Trichloroéthane",<2
P33,15/05/2009,"1,1-dichloroéthane",<2
P33,15/05/2009,"Trans-1,2 Dichloroéthylène*",<2
P33,15/05/2009,"1,2-dichloroéthane",<1
P33,15/05/2009,"1,1,2, Trichloroéthane",<5
P33,15/05/2009,Bromochlorométhane,<5
P33,15/05/2009,Dibromométhane,<5
P33,15/05/2009,Bromodichlorométhane,<5
P33,15/05/2009,Dibromochlorométhane,<2
P33,15/05/2009,"1,2-dibromoéthane",<1
P33,15/05/2009,Bromoforme,<5
P33,15/05/2009,Tétrachlorure de carbone,<1
P33,15/05/2009,Trichloroéthylène (TCE),47.3
P33,15/05/2009,Tétrachloroéthylène (PCE),<1
P33,15/05/2009,TCE+PCE,47.3
P33,13/10/2008,Chlorure de vinyle,"<0,5"
P33,13/10/2008,"1,1-dichloroéthylène",<2
P33,13/10/2008,Dichlorométhane,<5
P33,13/10/2008,"Cis-1,2 Dichloroéthylène*",62.9
P33,13/10/2008,Chloroforme,<2
P33,13/10/2008,"1,1,1, Trichloroéthane",<2
P33,13/10/2008,"1,1-dichloroéthane",<2
P33,13/10/2008,"Trans-1,2 Dichloroéthylène*",<2
P33,13/10/2008,"1,2-dichloroéthane",<1
P33,13/10/2008,"1,1,2, Trichloroéthane",<5
P33,13/10/2008,Bromochlorométhane,<5
P33,13/10/2008,Dibromométhane,<5
P33,13/10/2008,Bromodichlorométhane,<5
P33,13/10/2008,Dibromochlorométhane,<2
P33,13/10/2008,"1,2-dibromoéthane",<1
P33,13/10/2008,Bromoforme,<5
P33,13/10/2008,Tétrachlorure de carbone,<1
P33,13/10/2008,Trichloroéthylène (TCE),51.9
P33,13/10/2008,Tétrachloroéthylène (PCE),9.1
P33,13/10/2008,TCE+PCE,61
P33,01/04/2008,Chlorure de vinyle,"<0,5"
P33,01/04/2008,"1,1-dichloroéthylène",<2
P33,01/04/2008,Dichlorométhane,<5
P33,01/04/2008,"Cis-1,2 Dichloroéthylène*",66.5
P33,01/04/2008,Chloroforme,<2
P33,01/04/2008,"1,1,1, Trichloroéthane",<2
P33,01/04/2008,"1,1-dichloroéthane",3.5
P33,01/04/2008,"Trans-1,2 Dichloroéthylène*",<2
P33,01/04/2008,"1,2-dichloroéthane",<1
P33,01/04/2008,"1,1,2, Trichloroéthane",<5
P33,01/04/2008,Bromochlorométhane,<5
P33,01/04/2008,Dibromométhane,<5
P33,01/04/2008,Bromodichlorométhane,<5
P33,01/04/2008,Dibromochlorométhane,<2
P33,01/04/2008,"1,2-dibromoéthane",<1
P33,01/04/2008,Bromoforme,<5
P33,01/04/2008,Tétrachlorure de carbone,<1
P33,01/04/2008,Trichloroéthylène (TCE),93.6
P33,01/04/2008,Tétrachloroéthylène (PCE),3.5
P33,01/04/2008,TCE+PCE,97.1
P33,01/07/2007,Chlorure de vinyle,"<0,5"
P33,01/07/2007,"1,1-dichloroéthylène","<0,5"
P33,01/07/2007,Dichlorométhane,"<0,5"
P33,01/07/2007,"Cis-1,2 Dichloroéthylène*",39
P33,01/07/2007,Chloroforme,"<0,5"
P33,01/07/2007,"1,1,1, Trichloroéthane","<0,5"
P33,01/07/2007,"1,1-dichloroéthane",
P33,01/07/2007,"Trans-1,2 Dichloroéthylène*",
P33,01/07/2007,"1,2-dichloroéthane",
P33,01/07/2007,"1,1,2, Trichloroéthane",
P33,01/07/2007,Bromochlorométhane,
P33,01/07/2007,Dibromométhane,
P33,01/07/2007,Bromodichlorométhane,
P33,01/07/2007,Dibromochlorométhane,
P33,01/07/2007,"1,2-dibromoéthane",
P33,01/07/2007,Bromoforme,
P33,01/07/2007,Tétrachlorure de carbone,"<0,5"
P33,01/07/2007,Trichloroéthylène (TCE),44
P33,01/07/2007,Tétrachloroéthylène (PCE),"<0,5"
P33,01/07/2007,TCE+PCE,44
P33,01/12/2006,Chlorure de vinyle,
P33,01/12/2006,"1,1-dichloroéthylène",
P33,01/12/2006,Dichlorométhane,
P33,01/12/2006,"Cis-1,2 Dichloroéthylène*",
P33,01/12/2006,Chloroforme,
P33,01/12/2006,"1,1,1, Trichloroéthane",
P33,01/12/2006,"1,1-dichloroéthane",
P33,01/12/2006,"Trans-1,2 Dichloroéthylène*",
P33,01/12/2006,"1,2-dichloroéthane",
P33,01/12/2006,"1,1,2, Trichloroéthane",
P33,01/12/2006,Bromochlorométhane,
P33,01/12/2006,Dibromométhane,
P33,01/12/2006,Bromodichlorométhane,
P33,01/12/2006,Dibromochlorométhane,
P33,01/12/2006,"1,2-dibromoéthane",
P33,01/12/2006,Bromoforme,
P33,01/12/2006,Tétrachlorure de carbone,
P33,01/12/2006,Trichloroéthylène (TCE),
P33,01/12/2006,Tétrachloroéthylène (PCE),
P33,01/12/2006,TCE+PCE,
P33,01/06/2006,Chlorure de vinyle,"<0,5"
P33,01/06/2006,"1,1-dichloroéthylène",
P33,01/06/2006,Dichlorométhane,"<0,5"
P33,01/06/2006,"Cis-1,2 Dichloroéthylène*",15
P33,01/06/2006,Chloroforme,"<0,5"
P33,01/06/2006,"1,1,1, Trichloroéthane","<0,5"
P33,01/06/2006,"1,1-dichloroéthane",
P33,01/06/2006,"Trans-1,2 Dichloroéthylène*",
P33,01/06/2006,"1,2-dichloroéthane",
P33,01/06/2006,"1,1,2, Trichloroéthane",
P33,01/06/2006,Bromochlorométhane,
P33,01/06/2006,Dibromométhane,
P33,01/06/2006,Bromodichlorométhane,
P33,01/06/2006,Dibromochlorométhane,
P33,01/06/2006,"1,2-dibromoéthane",
P33,01/06/2006,Bromoforme,
P33,01/06/2006,Tétrachlorure de carbone,"<0,5"
P33,01/06/2006,Trichloroéthylène (TCE),14
P33,01/06/2006,Tétrachloroéthylène (PCE),"<0,5"
P33,01/06/2006,TCE+PCE,14
P33,01/12/2005,Chlorure de vinyle,"< 0,5"
P33,01/12/2005,"1,1-dichloroéthylène",
P33,01/12/2005,Dichlorométhane,"< 0,5"
P33,01/12/2005,"Cis-1,2 Dichloroéthylène*",46
P33,01/12/2005,Chloroforme,0.6
P33,01/12/2005,"1,1,1, Trichloroéthane","< 0,5"
P33,01/12/2005,"1,1-dichloroéthane",
P33,01/12/2005,"Trans-1,2 Dichloroéthylène*",
P33,01/12/2005,"1,2-dichloroéthane",
P33,01/12/2005,"1,1,2, Trichloroéthane",
P33,01/12/2005,Bromochlorométhane,
P33,01/12/2005,Dibromométhane,
P33,01/12/2005,Bromodichlorométhane,
P33,01/12/2005,Dibromochlorométhane,
P33,01/12/2005,"1,2-dibromoéthane",
P33,01/12/2005,Bromoforme,
P33,01/12/2005,Tétrachlorure de carbone,"< 0,5"
P33,01/12/2005,Trichloroéthylène (TCE),150
P33,01/12/2005,Tétrachloroéthylène (PCE),1.2
P33,01/12/2005,TCE+PCE,151.2
P33,01/07/2005,Chlorure de vinyle,"< 0,5"
P33,01/07/2005,"1,1-dichloroéthylène",
P33,01/07/2005,Dichlorométhane,"< 0,5"
P33,01/07/2005,"Cis-1,2 Dichloroéthylène*",34
P33,01/07/2005,Chloroforme,"< 0,5"
P33,01/07/2005,"1,1,1, Trichloroéthane","< 0,5"
P33,01/07/2005,"1,1-dichloroéthane",
P33,01/07/2005,"Trans-1,2 Dichloroéthylène*",
P33,01/07/2005,"1,2-dichloroéthane",
P33,01/07/2005,"1,1,2, Trichloroéthane",
P33,01/07/2005,Bromochlorométhane,
P33,01/07/2005,Dibromométhane,
P33,01/07/2005,Bromodichlorométhane,
P33,01/07/2005,Dibromochlorométhane,
P33,01/07/2005,"1,2-dibromoéthane",
P33,01/07/2005,Bromoforme,
P33,01/07/2005,Tétrachlorure de carbone,"< 0,5"
P33,01/07/2005,Trichloroéthylène (TCE),98
P33,01/07/2005,Tétrachloroéthylène (PCE),1.7
P33,01/07/2005,TCE+PCE,99.7
P33,01/12/2004,Chlorure de vinyle,"< 0,5"
P33,01/12/2004,"1,1-dichloroéthylène",
P33,01/12/2004,Dichlorométhane,"< 0,5"
P33,01/12/2004,"Cis-1,2 Dichloroéthylène*",24
P33,01/12/2004,Chloroforme,0.6
P33,01/12/2004,"1,1,1, Trichloroéthane","< 0,5"
P33,01/12/2004,"1,1-dichloroéthane",
P33,01/12/2004,"Trans-1,2 Dichloroéthylène*",
P33,01/12/2004,"1,2-dichloroéthane",
P33,01/12/2004,"1,1,2, Trichloroéthane",
P33,01/12/2004,Bromochlorométhane,
P33,01/12/2004,Dibromométhane,
P33,01/12/2004,Bromodichlorométhane,
P33,01/12/2004,Dibromochlorométhane,
P33,01/12/2004,"1,2-dibromoéthane",
P33,01/12/2004,Bromoforme,
P33,01/12/2004,Tétrachlorure de carbone,"< 0,5"
P33,01/12/2004,Trichloroéthylène (TCE),210
P33,01/12/2004,Tétrachloroéthylène (PCE),2.3
P33,01/12/2004,TCE+PCE,212.3
P36,01/11/2012,Chlorure de vinyle,"<0,1"
P36,01/11/2012,"1,1-dichloroéthylène","<0,1"
P36,01/11/2012,Dichlorométhane,"<0,5"
P36,01/11/2012,"Cis-1,2 Dichloroéthylène*",6.6
P36,01/11/2012,Chloroforme,0.14
P36,01/11/2012,"1,1,1, Trichloroéthane","<0,1"
P36,01/11/2012,"1,1-dichloroéthane",0.19
P36,01/11/2012,"Trans-1,2 Dichloroéthylène*",0.95
P36,01/11/2012,"1,2-dichloroéthane","<0,1"
P36,01/11/2012,"1,1,2, Trichloroéthane",
P36,01/11/2012,Bromochlorométhane,
P36,01/11/2012,Dibromométhane,
P36,01/11/2012,Bromodichlorométhane,
P36,01/11/2012,Dibromochlorométhane,
P36,01/11/2012,"1,2-dibromoéthane",
P36,01/11/2012,Bromoforme,
P36,01/11/2012,Tétrachlorure de carbone,"<0,1"
P36,01/11/2012,Trichloroéthylène (TCE),0.8
P36,01/11/2012,Tétrachloroéthylène (PCE),0.25
P36,01/11/2012,TCE+PCE,1.05
P36,01/05/2012,Chlorure de vinyle,"<0,1"
P36,01/05/2012,"1,1-dichloroéthylène","<0,1"
P36,01/05/2012,Dichlorométhane,"<0,5"
P36,01/05/2012,"Cis-1,2 Dichloroéthylène*",5.9
P36,01/05/2012,Chloroforme,0.25
P36,01/05/2012,"1,1,1, Trichloroéthane","<0,1"
P36,01/05/2012,"1,1-dichloroéthane",0.16
P36,01/05/2012,"Trans-1,2 Dichloroéthylène*","<0,1"
P36,01/05/2012,"1,2-dichloroéthane","<0,1"
P36,01/05/2012,"1,1,2, Trichloroéthane",
P36,01/05/2012,Bromochlorométhane,
P36,01/05/2012,Dibromométhane,
P36,01/05/2012,Bromodichlorométhane,
P36,01/05/2012,Dibromochlorométhane,
P36,01/05/2012,"1,2-dibromoéthane",
P36,01/05/2012,Bromoforme,
P36,01/05/2012,Tétrachlorure de carbone,"<0,1"
P36,01/05/2012,Trichloroéthylène (TCE),2
P36,01/05/2012,Tétrachloroéthylène (PCE),0.14
P36,01/05/2012,TCE+PCE,2.14
P36,28/10/2011,Chlorure de vinyle,"<0,5"
P36,28/10/2011,"1,1-dichloroéthylène",<2
P36,28/10/2011,Dichlorométhane,<5
P36,28/10/2011,"Cis-1,2 Dichloroéthylène*",24.7
P36,28/10/2011,Chloroforme,<2
P36,28/10/2011,"1,1,1, Trichloroéthane",<2
P36,28/10/2011,"1,1-dichloroéthane",<2
P36,28/10/2011,"Trans-1,2 Dichloroéthylène*",<2
P36,28/10/2011,"1,2-dichloroéthane",<1
P36,28/10/2011,"1,1,2, Trichloroéthane",<5
P36,28/10/2011,Bromochlorométhane,<5
P36,28/10/2011,Dibromométhane,<5
P36,28/10/2011,Bromodichlorométhane,<5
P36,28/10/2011,Dibromochlorométhane,<2
P36,28/10/2011,"1,2-dibromoéthane",<1
P36,28/10/2011,Bromoforme,<5
P36,28/10/2011,Tétrachlorure de carbone,<1
P36,28/10/2011,Trichloroéthylène (TCE),21.2
P36,28/10/2011,Tétrachloroéthylène (PCE),<1
P36,28/10/2011,TCE+PCE,21.2
P36,15/04/2011,Chlorure de vinyle,"<0,5"
P36,15/04/2011,"1,1-dichloroéthylène",<2
P36,15/04/2011,Dichlorométhane,<5
P36,15/04/2011,"Cis-1,2 Dichloroéthylène*",5.6
P36,15/04/2011,Chloroforme,<2
P36,15/04/2011,"1,1,1, Trichloroéthane",<2
P36,15/04/2011,"1,1-dichloroéthane",<2
P36,15/04/2011,"Trans-1,2 Dichloroéthylène*",<2
P36,15/04/2011,"1,2-dichloroéthane",<1
P36,15/04/2011,"1,1,2, Trichloroéthane",<5
P36,15/04/2011,Bromochlorométhane,<5
P36,15/04/2011,Dibromométhane,<5
P36,15/04/2011,Bromodichlorométhane,<5
P36,15/04/2011,Dibromochlorométhane,<2
P36,15/04/2011,"1,2-dibromoéthane",<1
P36,15/04/2011,Bromoforme,<5
P36,15/04/2011,Tétrachlorure de carbone,<1
P36,15/04/2011,Trichloroéthylène (TCE),2.9
P36,15/04/2011,Tétrachloroéthylène (PCE),<1
P36,15/04/2011,TCE+PCE,2.9
P36,28/10/2010,Chlorure de vinyle,"<0,5"
P36,28/10/2010,"1,1-dichloroéthylène",<2
P36,28/10/2010,Dichlorométhane,6.3
P36,28/10/2010,"Cis-1,2 Dichloroéthylène*",27.1
P36,28/10/2010,Chloroforme,<2
P36,28/10/2010,"1,1,1, Trichloroéthane",<2
P36,28/10/2010,"1,1-dichloroéthane",<2
P36,28/10/2010,"Trans-1,2 Dichloroéthylène*",<2
P36,28/10/2010,"1,2-dichloroéthane",<1
P36,28/10/2010,"1,1,2, Trichloroéthane",<5
P36,28/10/2010,Bromochlorométhane,<5
P36,28/10/2010,Dibromométhane,<5
P36,28/10/2010,Bromodichlorométhane,<5
P36,28/10/2010,Dibromochlorométhane,<2
P36,28/10/2010,"1,2-dibromoéthane",<1
P36,28/10/2010,Bromoforme,<5
P36,28/10/2010,Tétrachlorure de carbone,<1
P36,28/10/2010,Trichloroéthylène (TCE),45.1
P36,28/10/2010,Tétrachloroéthylène (PCE),<1
P36,28/10/2010,TCE+PCE,45.1
P36,15/04/2010,Chlorure de vinyle,"<0,5"
P36,15/04/2010,"1,1-dichloroéthylène",<2
P36,15/04/2010,Dichlorométhane,<5
P36,15/04/2010,"Cis-1,2 Dichloroéthylène*",9.6
P36,15/04/2010,Chloroforme,<2
P36,15/04/2010,"1,1,1, Trichloroéthane",<2
P36,15/04/2010,"1,1-dichloroéthane",<2
P36,15/04/2010,"Trans-1,2 Dichloroéthylène*",<2
P36,15/04/2010,"1,2-dichloroéthane",<1
P36,15/04/2010,"1,1,2, Trichloroéthane",<5
P36,15/04/2010,Bromochlorométhane,<5
P36,15/04/2010,Dibromométhane,<5
P36,15/04/2010,Bromodichlorométhane,<5
P36,15/04/2010,Dibromochlorométhane,<2
P36,15/04/2010,"1,2-dibromoéthane",<1
P36,15/04/2010,Bromoforme,<5
P36,15/04/2010,Tétrachlorure de carbone,<1
P36,15/04/2010,Trichloroéthylène (TCE),25.3
P36,15/04/2010,Tétrachloroéthylène (PCE),<1
P36,15/04/2010,TCE+PCE,25.3
P36,28/10/2009,Chlorure de vinyle,"<0,5"
P36,28/10/2009,"1,1-dichloroéthylène",<2
P36,28/10/2009,Dichlorométhane,<5
P36,28/10/2009,"Cis-1,2 Dichloroéthylène*",24.5
P36,28/10/2009,Chloroforme,<2
P36,28/10/2009,"1,1,1, Trichloroéthane",<2
P36,28/10/2009,"1,1-dichloroéthane",<2
P36,28/10/2009,"Trans-1,2 Dichloroéthylène*",<2
P36,28/10/2009,"1,2-dichloroéthane",<1
P36,28/10/2009,"1,1,2, Trichloroéthane",<5
P36,28/10/2009,Bromochlorométhane,<5
P36,28/10/2009,Dibromométhane,<5
P36,28/10/2009,Bromodichlorométhane,<5
P36,28/10/2009,Dibromochlorométhane,<2
P36,28/10/2009,"1,2-dibromoéthane",<1
P36,28/10/2009,Bromoforme,<5
P36,28/10/2009,Tétrachlorure de carbone,<1
P36,28/10/2009,Trichloroéthylène (TCE),60.5
P36,28/10/2009,Tétrachloroéthylène (PCE),<1
P36,28/10/2009,TCE+PCE,60.5
P36,15/05/2009,Chlorure de vinyle,"<0,5"
P36,15/05/2009,"1,1-dichloroéthylène",<2
P36,15/05/2009,Dichlorométhane,<5
P36,15/05/2009,"Cis-1,2 Dichloroéthylène*",40.2
P36,15/05/2009,Chloroforme,<2
P36,15/05/2009,"1,1,1, Trichloroéthane",<2
P36,15/05/2009,"1,1-dichloroéthane",<2
P36,15/05/2009,"Trans-1,2 Dichloroéthylène*",<2
P36,15/05/2009,"1,2-dichloroéthane",<1
P36,15/05/2009,"1,1,2, Trichloroéthane",<5
P36,15/05/2009,Bromochlorométhane,<5
P36,15/05/2009,Dibromométhane,<5
P36,15/05/2009,Bromodichlorométhane,<5
P36,15/05/2009,Dibromochlorométhane,<2
P36,15/05/2009,"1,2-dibromoéthane",<1
P36,15/05/2009,Bromoforme,<5
P36,15/05/2009,Tétrachlorure de carbone,<1
P36,15/05/2009,Trichloroéthylène (TCE),15.5
P36,15/05/2009,Tétrachloroéthylène (PCE),<1
P36,15/05/2009,TCE+PCE,15.5
P36,13/10/2008,Chlorure de vinyle,"<0,5"
P36,13/10/2008,"1,1-dichloroéthylène",<2
P36,13/10/2008,Dichlorométhane,<5
P36,13/10/2008,"Cis-1,2 Dichloroéthylène*",113
P36,13/10/2008,Chloroforme,<2
P36,13/10/2008,"1,1,1, Trichloroéthane",<2
P36,13/10/2008,"1,1-dichloroéthane",<2
P36,13/10/2008,"Trans-1,2 Dichloroéthylène*",<2
P36,13/10/2008,"1,2-dichloroéthane",<1
P36,13/10/2008,"1,1,2, Trichloroéthane",<5
P36,13/10/2008,Bromochlorométhane,<5
P36,13/10/2008,Dibromométhane,<5
P36,13/10/2008,Bromodichlorométhane,<5
P36,13/10/2008,Dibromochlorométhane,<2
P36,13/10/2008,"1,2-dibromoéthane",<1
P36,13/10/2008,Bromoforme,<5
P36,13/10/2008,Tétrachlorure de carbone,<1
P36,13/10/2008,Trichloroéthylène (TCE),60.2
P36,13/10/2008,Tétrachloroéthylène (PCE),10.8
P36,13/10/2008,TCE+PCE,71
P36,01/04/2008,Chlorure de vinyle,"<0,5"
P36,01/04/2008,"1,1-dichloroéthylène",<2
P36,01/04/2008,Dichlorométhane,<5
P36,01/04/2008,"Cis-1,2 Dichloroéthylène*",<2
P36,01/04/2008,Chloroforme,<2
P36,01/04/2008,"1,1,1, Trichloroéthane",<2
P36,01/04/2008,"1,1-dichloroéthane",<2
P36,01/04/2008,"Trans-1,2 Dichloroéthylène*",<2
P36,01/04/2008,"1,2-dichloroéthane",<1
P36,01/04/2008,"1,1,2, Trichloroéthane",<5
P36,01/04/2008,Bromochlorométhane,<5
P36,01/04/2008,Dibromométhane,<5
P36,01/04/2008,Bromodichlorométhane,<5
P36,01/04/2008,Dibromochlorométhane,<2
P36,01/04/2008,"1,2-dibromoéthane",<1
P36,01/04/2008,Bromoforme,<5
P36,01/04/2008,Tétrachlorure de carbone,<1
P36,01/04/2008,Trichloroéthylène (TCE),3.4
P36,01/04/2008,Tétrachloroéthylène (PCE),5.2
P36,01/04/2008,TCE+PCE,8.6
P36,01/07/2007,Chlorure de vinyle,"<0,5"
P36,01/07/2007,"1,1-dichloroéthylène","<0,5"
P36,01/07/2007,Dichlorométhane,"<0,5"
P36,01/07/2007,"Cis-1,2 Dichloroéthylène*",2.6
P36,01/07/2007,Chloroforme,"<0,5"
P36,01/07/2007,"1,1,1, Trichloroéthane","<0,5"
P36,01/07/2007,"1,1-dichloroéthane",
P36,01/07/2007,"Trans-1,2 Dichloroéthylène*",
P36,01/07/2007,"1,2-dichloroéthane",
P36,01/07/2007,"1,1,2, Trichloroéthane",
P36,01/07/2007,Bromochlorométhane,
P36,01/07/2007,Dibromométhane,
P36,01/07/2007,Bromodichlorométhane,
P36,01/07/2007,Dibromochlorométhane,
P36,01/07/2007,"1,2-dibromoéthane",
P36,01/07/2007,Bromoforme,
P36,01/07/2007,Tétrachlorure de carbone,"<0,5"
P36,01/07/2007,Trichloroéthylène (TCE),9.3
P36,01/07/2007,Tétrachloroéthylène (PCE),"<0,5"
P36,01/07/2007,TCE+PCE,9.3
P36,01/12/2006,Chlorure de vinyle,"<0,5"
P36,01/12/2006,"1,1-dichloroéthylène",
P36,01/12/2006,Dichlorométhane,0.6
P36,01/12/2006,"Cis-1,2 Dichloroéthylène*",8.6
P36,01/12/2006,Chloroforme,0.9
P36,01/12/2006,"1,1,1, Trichloroéthane","<0,5"
P36,01/12/2006,"1,1-dichloroéthane",
P36,01/12/2006,"Trans-1,2 Dichloroéthylène*",
P36,01/12/2006,"1,2-dichloroéthane",
P36,01/12/2006,"1,1,2, Trichloroéthane",
P36,01/12/2006,Bromochlorométhane,
P36,01/12/2006,Dibromométhane,
P36,01/12/2006,Bromodichlorométhane,
P36,01/12/2006,Dibromochlorométhane,
P36,01/12/2006,"1,2-dibromoéthane",
P36,01/12/2006,Bromoforme,
P36,01/12/2006,Tétrachlorure de carbone,"<0,5"
P36,01/12/2006,Trichloroéthylène (TCE),26
P36,01/12/2006,Tétrachloroéthylène (PCE),"<0,5"
P36,01/12/2006,TCE+PCE,26
P36,01/06/2006,Chlorure de vinyle,"<0,5"
P36,01/06/2006,"1,1-dichloroéthylène",
P36,01/06/2006,Dichlorométhane,"<0,5"
P36,01/06/2006,"Cis-1,2 Dichloroéthylène*",7
P36,01/06/2006,Chloroforme,0.7
P36,01/06/2006,"1,1,1, Trichloroéthane","<0,5"
P36,01/06/2006,"1,1-dichloroéthane",
P36,01/06/2006,"Trans-1,2 Dichloroéthylène*",
P36,01/06/2006,"1,2-dichloroéthane",
P36,01/06/2006,"1,1,2, Trichloroéthane",
P36,01/06/2006,Bromochlorométhane,
P36,01/06/2006,Dibromométhane,
P36,01/06/2006,Bromodichlorométhane,
P36,01/06/2006,Dibromochlorométhane,
P36,01/06/2006,"1,2-dibromoéthane",
P36,01/06/2006,Bromoforme,
P36,01/06/2006,Tétrachlorure de carbone,"<0,5"
P36,01/06/2006,Trichloroéthylène (TCE),21
P36,01/06/2006,Tétrachloroéthylène (PCE),"<0,5"
P36,01/06/2006,TCE+PCE,21
P36,01/12/2005,Chlorure de vinyle,"< 0,5"
P36,01/12/2005,"1,1-dichloroéthylène",
P36,01/12/2005,Dichlorométhane,"< 0,5"
P36,01/12/2005,"Cis-1,2 Dichloroéthylène*",13
P36,01/12/2005,Chloroforme,1.6
P36,01/12/2005,"1,1,1, Trichloroéthane","< 0,5"
P36,01/12/2005,"1,1-dichloroéthane",
P36,01/12/2005,"Trans-1,2 Dichloroéthylène*",
P36,01/12/2005,"1,2-dichloroéthane",
P36,01/12/2005,"1,1,2, Trichloroéthane",
P36,01/12/2005,Bromochlorométhane,
P36,01/12/2005,Dibromométhane,
P36,01/12/2005,Bromodichlorométhane,
P36,01/12/2005,Dibromochlorométhane,
P36,01/12/2005,"1,2-dibromoéthane",
P36,01/12/2005,Bromoforme,
P36,01/12/2005,Tétrachlorure de carbone,"< 0,5"
P36,01/12/2005,Trichloroéthylène (TCE),22
P36,01/12/2005,Tétrachloroéthylène (PCE),"< 0,5"
P36,01/12/2005,TCE+PCE,22
P36,01/07/2005,Chlorure de vinyle,"< 0,5"
P36,01/07/2005,"1,1-dichloroéthylène",
P36,01/07/2005,Dichlorométhane,"< 0,5"
P36,01/07/2005,"Cis-1,2 Dichloroéthylène*",14
P36,01/07/2005,Chloroforme,1.3
P36,01/07/2005,"1,1,1, Trichloroéthane","< 0,5"
P36,01/07/2005,"1,1-dichloroéthane",
P36,01/07/2005,"Trans-1,2 Dichloroéthylène*",
P36,01/07/2005,"1,2-dichloroéthane",
P36,01/07/2005,"1,1,2, Trichloroéthane",
P36,01/07/2005,Bromochlorométhane,
P36,01/07/2005,Dibromométhane,
P36,01/07/2005,Bromodichlorométhane,
P36,01/07/2005,Dibromochlorométhane,
P36,01/07/2005,"1,2-dibromoéthane",
P36,01/07/2005,Bromoforme,
P36,01/07/2005,Tétrachlorure de carbone,"< 0,5"
P36,01/07/2005,Trichloroéthylène (TCE),43
P36,01/07/2005,Tétrachloroéthylène (PCE),"< 0,5"
P36,01/07/2005,TCE+PCE,43
