WellName,SampleDate,Variable,Result,Unit
P33,15/04/2010,"1,2-dichloroethane",1,ug/l
P33,15/04/2010,"1,1,2, Trichloroethane",5,ug/l
P33,15/04/2010,Bromochloromethane,5,ug/l
P33,15/04/2010,Dibromomethane,5,ug/l
P33,15/04/2010,Bromodichloromethane,5,ug/l
P33,15/04/2010,Dibromochloromethane,2,ug/l
P33,15/04/2010,"1,2-dibromoethane",1,ug/l
P33,15/04/2010,Bromoforme,5,ug/l
P33,15/04/2010,Tetrachlorure de carbone,1,ug/l
P33,15/04/2010,Trichloroethylene (TCE),38.7,ug/l
P33,15/04/2010,Tetrachloroethylene (PCE),1,ug/l
P33,15/04/2010,TCE+PCE,38.7,ug/l
P33,28/10/2009,Chlorure de vinyle,0.5,ug/l
P33,28/10/2009,"1,1-dichloroethylene",2,ug/l
P33,28/10/2009,Dichloromethane,5,ug/l
P33,28/10/2009,"Cis-1,2 Dichloroethylene",51.3,ug/l
P33,28/10/2009,Chloroforme,2,ug/l
P33,28/10/2009,"1,1,1, Trichloroethane",2,ug/l
P33,28/10/2009,"1,1-dichloroethane",2,ug/l
P33,28/10/2009,"Trans-1,2 Dichloroethylene",2,ug/l
P33,28/10/2009,"1,2-dichloroethane",1,ug/l
P33,28/10/2009,"1,1,2, Trichloroethane",5,ug/l
P33,28/10/2009,Bromochloromethane,5,ug/l
P33,28/10/2009,Dibromomethane,5,ug/l
P33,28/10/2009,Bromodichloromethane,5,ug/l
P33,28/10/2009,Dibromochloromethane,2,ug/l
P33,28/10/2009,"1,2-dibromoethane",1,ug/l
P33,28/10/2009,Bromoforme,5,ug/l
P33,28/10/2009,Tetrachlorure de carbone,1,ug/l
P33,28/10/2009,Trichloroethylene (TCE),53.4,ug/l
P33,28/10/2009,Tetrachloroethylene (PCE),1,ug/l
P33,28/10/2009,TCE+PCE,53.4,ug/l
P33,15/05/2009,Chlorure de vinyle,0.5,ug/l
P33,15/05/2009,"1,1-dichloroethylene",2,ug/l
P33,15/05/2009,Dichloromethane,5,ug/l
P33,15/05/2009,"Cis-1,2 Dichloroethylene",60.7,ug/l
P33,15/05/2009,Chloroforme,2,ug/l
P33,15/05/2009,"1,1,1, Trichloroethane",2,ug/l
P33,15/05/2009,"1,1-dichloroethane",2,ug/l
P33,15/05/2009,"Trans-1,2 Dichloroethylene",2,ug/l
P33,15/05/2009,"1,2-dichloroethane",1,ug/l
P33,15/05/2009,"1,1,2, Trichloroethane",5,ug/l
P33,15/05/2009,Bromochloromethane,5,ug/l
P33,15/05/2009,Dibromomethane,5,ug/l
P33,15/05/2009,Bromodichloromethane,5,ug/l
P33,15/05/2009,Dibromochloromethane,2,ug/l
P33,15/05/2009,"1,2-dibromoethane",1,ug/l
P33,15/05/2009,Bromoforme,5,ug/l
P33,15/05/2009,Tetrachlorure de carbone,1,ug/l
P33,15/05/2009,Trichloroethylene (TCE),47.3,ug/l
P33,15/05/2009,Tetrachloroethylene (PCE),1,ug/l
P33,15/05/2009,TCE+PCE,47.3,ug/l
P33,13/10/2008,Chlorure de vinyle,0.5,ug/l
P33,13/10/2008,"1,1-dichloroethylene",2,ug/l
P33,13/10/2008,Dichloromethane,5,ug/l
P33,13/10/2008,"Cis-1,2 Dichloroethylene",62.9,ug/l
P33,13/10/2008,Chloroforme,2,ug/l
P33,13/10/2008,"1,1,1, Trichloroethane",2,ug/l
P33,13/10/2008,"1,1-dichloroethane",2,ug/l
P33,13/10/2008,"Trans-1,2 Dichloroethylene",2,ug/l
P33,13/10/2008,"1,2-dichloroethane",1,ug/l
P33,13/10/2008,"1,1,2, Trichloroethane",5,ug/l
P33,13/10/2008,Bromochloromethane,5,ug/l
P33,13/10/2008,Dibromomethane,5,ug/l
P33,13/10/2008,Bromodichloromethane,5,ug/l
P33,13/10/2008,Dibromochloromethane,2,ug/l
P33,13/10/2008,"1,2-dibromoethane",1,ug/l
P33,13/10/2008,Bromoforme,5,ug/l
P33,13/10/2008,Tetrachlorure de carbone,1,ug/l
P33,13/10/2008,Trichloroethylene (TCE),51.9,ug/l
P33,13/10/2008,Tetrachloroethylene (PCE),9.1,ug/l
P33,13/10/2008,TCE+PCE,61,ug/l
P33,04/01/2008,Chlorure de vinyle,0.5,ug/l
P33,04/01/2008,"1,1-dichloroethylene",2,ug/l
P33,04/01/2008,Dichloromethane,5,ug/l
P33,04/01/2008,"Cis-1,2 Dichloroethylene",66.5,ug/l
P33,04/01/2008,Chloroforme,2,ug/l
P33,04/01/2008,"1,1,1, Trichloroethane",2,ug/l
P33,04/01/2008,"1,1-dichloroethane",3.5,ug/l
P33,04/01/2008,"Trans-1,2 Dichloroethylene",2,ug/l
P33,04/01/2008,"1,2-dichloroethane",1,ug/l
P33,04/01/2008,"1,1,2, Trichloroethane",5,ug/l
P33,04/01/2008,Bromochloromethane,5,ug/l
P33,04/01/2008,Dibromomethane,5,ug/l
P33,04/01/2008,Bromodichloromethane,5,ug/l
P33,04/01/2008,Dibromochloromethane,2,ug/l
P33,04/01/2008,"1,2-dibromoethane",1,ug/l
P33,04/01/2008,Bromoforme,5,ug/l
P33,04/01/2008,Tetrachlorure de carbone,1,ug/l
P33,04/01/2008,Trichloroethylene (TCE),93.6,ug/l
P33,04/01/2008,Tetrachloroethylene (PCE),3.5,ug/l
P33,04/01/2008,TCE+PCE,97.1,ug/l
P33,07/01/2007,Chlorure de vinyle,0.5,ug/l
P33,07/01/2007,"1,1-dichloroethylene",0.5,ug/l
P33,07/01/2007,Dichloromethane,0.5,ug/l
P33,07/01/2007,"Cis-1,2 Dichloroethylene",39,ug/l
P33,07/01/2007,Chloroforme,0.5,ug/l
P33,07/01/2007,"1,1,1, Trichloroethane",0.5,ug/l
P33,07/01/2007,Tetrachlorure de carbone,0.5,ug/l
P33,07/01/2007,Trichloroethylene (TCE),44,ug/l
P33,07/01/2007,Tetrachloroethylene (PCE),0.5,ug/l
P33,07/01/2007,TCE+PCE,44,ug/l
P33,06/01/2006,Chlorure de vinyle,0.5,ug/l
P33,06/01/2006,Dichloromethane,0.5,ug/l
P33,06/01/2006,"Cis-1,2 Dichloroethylene",15,ug/l
P33,06/01/2006,Chloroforme,0.5,ug/l
P33,06/01/2006,"1,1,1, Trichloroethane",0.5,ug/l
P33,06/01/2006,Tetrachlorure de carbone,0.5,ug/l
P33,06/01/2006,Trichloroethylene (TCE),14,ug/l
P33,06/01/2006,Tetrachloroethylene (PCE),0.5,ug/l
P33,06/01/2006,TCE+PCE,14,ug/l
P33,12/01/2005,Chlorure de vinyle,0.5,ug/l
P33,12/01/2005,Dichloromethane,0.5,ug/l
P33,12/01/2005,"Cis-1,2 Dichloroethylene",46,ug/l
P33,12/01/2005,Chloroforme,0.6,ug/l
P33,12/01/2005,"1,1,1, Trichloroethane",0.5,ug/l
P33,12/01/2005,Tetrachlorure de carbone,0.5,ug/l
P33,12/01/2005,Trichloroethylene (TCE),150,ug/l
P33,12/01/2005,Tetrachloroethylene (PCE),1.2,ug/l
P33,12/01/2005,TCE+PCE,151.2,ug/l
P33,07/01/2005,Chlorure de vinyle,0.5,ug/l
P33,07/01/2005,Dichloromethane,0.5,ug/l
P33,07/01/2005,"Cis-1,2 Dichloroethylene",34,ug/l
P33,07/01/2005,Chloroforme,0.5,ug/l
P33,07/01/2005,"1,1,1, Trichloroethane",0.5,ug/l
P33,07/01/2005,Tetrachlorure de carbone,0.5,ug/l
P33,07/01/2005,Trichloroethylene (TCE),98,ug/l
P33,07/01/2005,Tetrachloroethylene (PCE),1.7,ug/l
P33,07/01/2005,TCE+PCE,99.7,ug/l
P33,12/01/2004,Chlorure de vinyle,0.5,ug/l
P33,12/01/2004,Dichloromethane,0.5,ug/l
P33,12/01/2004,"Cis-1,2 Dichloroethylene",24,ug/l
P33,12/01/2004,Chloroforme,0.6,ug/l
P33,12/01/2004,"1,1,1, Trichloroethane",0.5,ug/l
P33,12/01/2004,Tetrachlorure de carbone,0.5,ug/l
P33,12/01/2004,Trichloroethylene (TCE),210,ug/l
P33,12/01/2004,Tetrachloroethylene (PCE),2.3,ug/l
P33,12/01/2004,TCE+PCE,212.3,ug/l
P36,11/01/2012,Chlorure de vinyle,0.1,ug/l
P36,11/01/2012,"1,1-dichloroethylene",0.1,ug/l
P36,11/01/2012,Dichloromethane,0.5,ug/l
P36,11/01/2012,"Cis-1,2 Dichloroethylene",6.6,ug/l
P36,11/01/2012,Chloroforme,0.14,ug/l
P36,11/01/2012,"1,1,1, Trichloroethane",0.1,ug/l
P36,11/01/2012,"1,1-dichloroethane",0.19,ug/l
P36,11/01/2012,"Trans-1,2 Dichloroethylene",0.95,ug/l
P36,11/01/2012,"1,2-dichloroethane",0.1,ug/l
P36,11/01/2012,Tetrachlorure de carbone,0.1,ug/l
P36,11/01/2012,Trichloroethylene (TCE),0.8,ug/l
P36,11/01/2012,Tetrachloroethylene (PCE),0.25,ug/l
P36,11/01/2012,TCE+PCE,1.05,ug/l
P36,05/01/2012,Chlorure de vinyle,0.1,ug/l
P36,05/01/2012,"1,1-dichloroethylene",0.1,ug/l
P36,05/01/2012,Dichloromethane,0.5,ug/l
P36,05/01/2012,"Cis-1,2 Dichloroethylene",5.9,ug/l
P36,05/01/2012,Chloroforme,0.25,ug/l
P36,05/01/2012,"1,1,1, Trichloroethane",0.1,ug/l
P36,05/01/2012,"1,1-dichloroethane",0.16,ug/l
P36,05/01/2012,"Trans-1,2 Dichloroethylene",0.1,ug/l
P36,05/01/2012,"1,2-dichloroethane",0.1,ug/l
P36,05/01/2012,Tetrachlorure de carbone,0.1,ug/l
P36,05/01/2012,Trichloroethylene (TCE),2,ug/l
P36,05/01/2012,Tetrachloroethylene (PCE),0.14,ug/l
P36,05/01/2012,TCE+PCE,2.14,ug/l
P36,28/10/2011,Chlorure de vinyle,0.5,ug/l
P36,28/10/2011,"1,1-dichloroethylene",2,ug/l
P36,28/10/2011,Dichloromethane,5,ug/l
P36,28/10/2011,"Cis-1,2 Dichloroethylene",24.7,ug/l
P36,28/10/2011,Chloroforme,2,ug/l
P36,28/10/2011,"1,1,1, Trichloroethane",2,ug/l
P36,28/10/2011,"1,1-dichloroethane",2,ug/l
P36,28/10/2011,"Trans-1,2 Dichloroethylene",2,ug/l
P36,28/10/2011,"1,2-dichloroethane",1,ug/l
P36,28/10/2011,"1,1,2, Trichloroethane",5,ug/l
P36,28/10/2011,Bromochloromethane,5,ug/l
P36,28/10/2011,Dibromomethane,5,ug/l
P36,28/10/2011,Bromodichloromethane,5,ug/l
P36,28/10/2011,Dibromochloromethane,2,ug/l
P36,28/10/2011,"1,2-dibromoethane",1,ug/l
P36,28/10/2011,Bromoforme,5,ug/l
P36,28/10/2011,Tetrachlorure de carbone,1,ug/l
P36,28/10/2011,Trichloroethylene (TCE),21.2,ug/l
P36,28/10/2011,Tetrachloroethylene (PCE),1,ug/l
P36,28/10/2011,TCE+PCE,21.2,ug/l
P36,15/04/2011,Chlorure de vinyle,0.5,ug/l
P36,15/04/2011,"1,1-dichloroethylene",2,ug/l
P36,15/04/2011,Dichloromethane,5,ug/l
P36,15/04/2011,"Cis-1,2 Dichloroethylene",5.6,ug/l
P36,15/04/2011,Chloroforme,2,ug/l
P36,15/04/2011,"1,1,1, Trichloroethane",2,ug/l
P36,15/04/2011,"1,1-dichloroethane",2,ug/l
P36,15/04/2011,"Trans-1,2 Dichloroethylene",2,ug/l
P36,15/04/2011,"1,2-dichloroethane",1,ug/l
P36,15/04/2011,"1,1,2, Trichloroethane",5,ug/l
P36,15/04/2011,Bromochloromethane,5,ug/l
P36,15/04/2011,Dibromomethane,5,ug/l
P36,15/04/2011,Bromodichloromethane,5,ug/l
P36,15/04/2011,Dibromochloromethane,2,ug/l
P36,15/04/2011,"1,2-dibromoethane",1,ug/l
P36,15/04/2011,Bromoforme,5,ug/l
P36,15/04/2011,Tetrachlorure de carbone,1,ug/l
P36,15/04/2011,Trichloroethylene (TCE),2.9,ug/l
P36,15/04/2011,Tetrachloroethylene (PCE),1,ug/l
P36,15/04/2011,TCE+PCE,2.9,ug/l
P36,28/10/2010,Chlorure de vinyle,0.5,ug/l
P36,28/10/2010,"1,1-dichloroethylene",2,ug/l
P36,28/10/2010,Dichloromethane,6.3,ug/l
P36,28/10/2010,"Cis-1,2 Dichloroethylene",27.1,ug/l
P36,28/10/2010,Chloroforme,2,ug/l
P36,28/10/2010,"1,1,1, Trichloroethane",2,ug/l
P36,28/10/2010,"1,1-dichloroethane",2,ug/l
P36,28/10/2010,"Trans-1,2 Dichloroethylene",2,ug/l
P36,28/10/2010,"1,2-dichloroethane",1,ug/l
P36,28/10/2010,"1,1,2, Trichloroethane",5,ug/l
P36,28/10/2010,Bromochloromethane,5,ug/l
P36,28/10/2010,Dibromomethane,5,ug/l
P36,28/10/2010,Bromodichloromethane,5,ug/l
P36,28/10/2010,Dibromochloromethane,2,ug/l
P36,28/10/2010,"1,2-dibromoethane",1,ug/l
P36,28/10/2010,Bromoforme,5,ug/l
P36,28/10/2010,Tetrachlorure de carbone,1,ug/l
P36,28/10/2010,Trichloroethylene (TCE),45.1,ug/l
P36,28/10/2010,Tetrachloroethylene (PCE),1,ug/l
P36,28/10/2010,TCE+PCE,45.1,ug/l
P36,15/04/2010,Chlorure de vinyle,0.5,ug/l
P36,15/04/2010,"1,1-dichloroethylene",2,ug/l
P36,15/04/2010,Dichloromethane,5,ug/l
P36,15/04/2010,"Cis-1,2 Dichloroethylene",9.6,ug/l
P36,15/04/2010,Chloroforme,2,ug/l
P36,15/04/2010,"1,1,1, Trichloroethane",2,ug/l
P36,15/04/2010,"1,1-dichloroethane",2,ug/l
P36,15/04/2010,"Trans-1,2 Dichloroethylene",2,ug/l
P36,15/04/2010,"1,2-dichloroethane",1,ug/l
P36,15/04/2010,"1,1,2, Trichloroethane",5,ug/l
P36,15/04/2010,Bromochloromethane,5,ug/l
P36,15/04/2010,Dibromomethane,5,ug/l
P36,15/04/2010,Bromodichloromethane,5,ug/l
P36,15/04/2010,Dibromochloromethane,2,ug/l
P36,15/04/2010,"1,2-dibromoethane",1,ug/l
P36,15/04/2010,Bromoforme,5,ug/l
P36,15/04/2010,Tetrachlorure de carbone,1,ug/l
P36,15/04/2010,Trichloroethylene (TCE),25.3,ug/l
P36,15/04/2010,Tetrachloroethylene (PCE),1,ug/l
P36,15/04/2010,TCE+PCE,25.3,ug/l
P36,28/10/2009,Chlorure de vinyle,0.5,ug/l
P36,28/10/2009,"1,1-dichloroethylene",2,ug/l
P36,28/10/2009,Dichloromethane,5,ug/l
P36,28/10/2009,"Cis-1,2 Dichloroethylene",24.5,ug/l
P36,28/10/2009,Chloroforme,2,ug/l
P36,28/10/2009,"1,1,1, Trichloroethane",2,ug/l
P36,28/10/2009,"1,1-dichloroethane",2,ug/l
P36,28/10/2009,"Trans-1,2 Dichloroethylene",2,ug/l
P36,28/10/2009,"1,2-dichloroethane",1,ug/l
P36,28/10/2009,"1,1,2, Trichloroethane",5,ug/l
P36,28/10/2009,Bromochloromethane,5,ug/l
P36,28/10/2009,Dibromomethane,5,ug/l
P36,28/10/2009,Bromodichloromethane,5,ug/l
P36,28/10/2009,Dibromochloromethane,2,ug/l
P36,28/10/2009,"1,2-dibromoethane",1,ug/l
P36,28/10/2009,Bromoforme,5,ug/l
P36,28/10/2009,Tetrachlorure de carbone,1,ug/l
P36,28/10/2009,Trichloroethylene (TCE),60.5,ug/l
P36,28/10/2009,Tetrachloroethylene (PCE),1,ug/l
P36,28/10/2009,TCE+PCE,60.5,ug/l
P36,15/05/2009,Chlorure de vinyle,0.5,ug/l
P36,15/05/2009,"1,1-dichloroethylene",2,ug/l
P36,15/05/2009,Dichloromethane,5,ug/l
P36,15/05/2009,"Cis-1,2 Dichloroethylene",40.2,ug/l
P36,15/05/2009,Chloroforme,2,ug/l
P36,15/05/2009,"1,1,1, Trichloroethane",2,ug/l
P36,15/05/2009,"1,1-dichloroethane",2,ug/l
P36,15/05/2009,"Trans-1,2 Dichloroethylene",2,ug/l
P36,15/05/2009,"1,2-dichloroethane",1,ug/l
P36,15/05/2009,"1,1,2, Trichloroethane",5,ug/l
P36,15/05/2009,Bromochloromethane,5,ug/l
P36,15/05/2009,Dibromomethane,5,ug/l
P36,15/05/2009,Bromodichloromethane,5,ug/l
P36,15/05/2009,Dibromochloromethane,2,ug/l
P36,15/05/2009,"1,2-dibromoethane",1,ug/l
P36,15/05/2009,Bromoforme,5,ug/l
P36,15/05/2009,Tetrachlorure de carbone,1,ug/l
P36,15/05/2009,Trichloroethylene (TCE),15.5,ug/l
P36,15/05/2009,Tetrachloroethylene (PCE),1,ug/l
P36,15/05/2009,TCE+PCE,15.5,ug/l
P36,13/10/2008,Chlorure de vinyle,0.5,ug/l
P36,13/10/2008,"1,1-dichloroethylene",2,ug/l
P36,13/10/2008,Dichloromethane,5,ug/l
P36,13/10/2008,"Cis-1,2 Dichloroethylene",113,ug/l
P36,13/10/2008,Chloroforme,2,ug/l
P36,13/10/2008,"1,1,1, Trichloroethane",2,ug/l
P36,13/10/2008,"1,1-dichloroethane",2,ug/l
P36,13/10/2008,"Trans-1,2 Dichloroethylene",2,ug/l
P36,13/10/2008,"1,2-dichloroethane",1,ug/l
P36,13/10/2008,"1,1,2, Trichloroethane",5,ug/l
P36,13/10/2008,Bromochloromethane,5,ug/l
P36,13/10/2008,Dibromomethane,5,ug/l
P36,13/10/2008,Bromodichloromethane,5,ug/l
P36,13/10/2008,Dibromochloromethane,2,ug/l
P36,13/10/2008,"1,2-dibromoethane",1,ug/l
P36,13/10/2008,Bromoforme,5,ug/l
P36,13/10/2008,Tetrachlorure de carbone,1,ug/l
P36,13/10/2008,Trichloroethylene (TCE),60.2,ug/l
P36,13/10/2008,Tetrachloroethylene (PCE),10.8,ug/l
P36,13/10/2008,TCE+PCE,71,ug/l
P36,04/01/2008,Chlorure de vinyle,0.5,ug/l
P36,04/01/2008,"1,1-dichloroethylene",2,ug/l
P36,04/01/2008,Dichloromethane,5,ug/l
P36,04/01/2008,"Cis-1,2 Dichloroethylene",2,ug/l
P36,04/01/2008,Chloroforme,2,ug/l
P36,04/01/2008,"1,1,1, Trichloroethane",2,ug/l
P36,04/01/2008,"1,1-dichloroethane",2,ug/l
P36,04/01/2008,"Trans-1,2 Dichloroethylene",2,ug/l
P36,04/01/2008,"1,2-dichloroethane",1,ug/l
P36,04/01/2008,"1,1,2, Trichloroethane",5,ug/l
P36,04/01/2008,Bromochloromethane,5,ug/l
P36,04/01/2008,Dibromomethane,5,ug/l
P36,04/01/2008,Bromodichloromethane,5,ug/l
P36,04/01/2008,Dibromochloromethane,2,ug/l
P36,04/01/2008,"1,2-dibromoethane",1,ug/l
P36,04/01/2008,Bromoforme,5,ug/l
P36,04/01/2008,Tetrachlorure de carbone,1,ug/l
P36,04/01/2008,Trichloroethylene (TCE),3.4,ug/l
P36,04/01/2008,Tetrachloroethylene (PCE),5.2,ug/l
P36,04/01/2008,TCE+PCE,8.6,ug/l
P36,07/01/2007,Chlorure de vinyle,0.5,ug/l
P36,07/01/2007,"1,1-dichloroethylene",0.5,ug/l
P36,07/01/2007,Dichloromethane,0.5,ug/l
P36,07/01/2007,"Cis-1,2 Dichloroethylene",2.6,ug/l
P36,07/01/2007,Chloroforme,0.5,ug/l
P36,07/01/2007,"1,1,1, Trichloroethane",0.5,ug/l
P36,07/01/2007,Tetrachlorure de carbone,0.5,ug/l
P36,07/01/2007,Trichloroethylene (TCE),9.3,ug/l
P36,07/01/2007,Tetrachloroethylene (PCE),0.5,ug/l
P36,07/01/2007,TCE+PCE,9.3,ug/l
P36,12/01/2006,Chlorure de vinyle,0.5,ug/l
P36,12/01/2006,Dichloromethane,0.6,ug/l
P36,12/01/2006,"Cis-1,2 Dichloroethylene",8.6,ug/l
P36,12/01/2006,Chloroforme,0.9,ug/l
P36,12/01/2006,"1,1,1, Trichloroethane",0.5,ug/l
P36,12/01/2006,Tetrachlorure de carbone,0.5,ug/l
P36,12/01/2006,Trichloroethylene (TCE),26,ug/l
P36,12/01/2006,Tetrachloroethylene (PCE),0.5,ug/l
P36,12/01/2006,TCE+PCE,26,ug/l
P36,06/01/2006,Chlorure de vinyle,0.5,ug/l
P36,06/01/2006,Dichloromethane,0.5,ug/l
P36,06/01/2006,"Cis-1,2 Dichloroethylene",7,ug/l
P36,06/01/2006,Chloroforme,0.7,ug/l
P36,06/01/2006,"1,1,1, Trichloroethane",0.5,ug/l
P36,06/01/2006,Tetrachlorure de carbone,0.5,ug/l
P36,06/01/2006,Trichloroethylene (TCE),21,ug/l
P36,06/01/2006,Tetrachloroethylene (PCE),0.5,ug/l
P36,06/01/2006,TCE+PCE,21,ug/l
P36,12/01/2005,Chlorure de vinyle,0.5,ug/l
P36,12/01/2005,Dichloromethane,0.5,ug/l
P36,12/01/2005,"Cis-1,2 Dichloroethylene",13,ug/l
P36,12/01/2005,Chloroforme,1.6,ug/l
P36,12/01/2005,"1,1,1, Trichloroethane",0.5,ug/l
P36,12/01/2005,Tetrachlorure de carbone,0.5,ug/l
P36,12/01/2005,Trichloroethylene (TCE),22,ug/l
P36,12/01/2005,Tetrachloroethylene (PCE),0.5,ug/l
P36,12/01/2005,TCE+PCE,22,ug/l
P36,07/01/2005,Chlorure de vinyle,0.5,ug/l
P36,07/01/2005,Dichloromethane,0.5,ug/l
P36,07/01/2005,"Cis-1,2 Dichloroethylene",14,ug/l
P36,07/01/2005,Chloroforme,1.3,ug/l
P36,07/01/2005,"1,1,1, Trichloroethane",0.5,ug/l
P36,07/01/2005,Tetrachlorure de carbone,0.5,ug/l
P36,07/01/2005,Trichloroethylene (TCE),43,ug/l
P36,07/01/2005,Tetrachloroethylene (PCE),0.5,ug/l
P36,07/01/2005,TCE+PCE,43,ug/l
